Drug A,Drug B,Cell Line Name,Score
Dasatinib,Tretinoin,UACC-62,0.1111111111111111
Dasatinib,Docetaxel,A549/ATCC,-1.6666666666666667
Streptozocin,Paclitaxel,KM12,-1.1111111111111112
Sirolimus,Celecoxib,EKVX,0.0
Everolimus,Celecoxib,NCI-H322M,-5.777777777777778
Vorinostat,Romidepsin,RXF 393,14.22222222222222
Dasatinib,Vorinostat,SK-MEL-28,-4.222222222222222
Everolimus,Dasatinib,RXF 393,-21.33333333333333
Gefitinib,Lenalidomide,K-562,-3.4444444444444446
Dasatinib,Celecoxib,HCT-116,-1.7777777777777777
Mitotane,Celecoxib,SW-620,-6.444444444444445
Nilotinib,Celecoxib,LOX IMVI,-1.4444444444444444
Fulvestrant,Vorinostat,SK-MEL-28,2.333333333333333
Fulvestrant,Tretinoin,SF-295,-0.1111111111111111
Sirolimus,Mitotane,HCT-116,0.8888888888888888
Everolimus,Docetaxel,MCF7,2.2222222222222223
Nilotinib,Celecoxib,NCI-H226,-2.4444444444444446
Fulvestrant,Celecoxib,MOLT-4,-5.555555555555555
Streptozocin,Tretinoin,CAKI-1,-1.0
Streptozocin,Sirolimus,HOP-62,-10.444444444444445
Mitotane,Dasatinib,HCT-116,-5.666666666666667
Romidepsin,Celecoxib,CCRF-CEM,-7.666666666666667
Romidepsin,Docetaxel,SF-268,-2.2222222222222223
Dasatinib,Paclitaxel,MDA-MB-231/ATCC,-8.444444444444445
Megestrol acetate,Lenalidomide,786-0,-5.222222222222222
Sirolimus,Cladribine,NCI-H23,-7.444444444444445
Streptozocin,Sirolimus,UACC-62,-4.333333333333333
Mitotane,Cladribine,CAKI-1,2.111111111111111
Vorinostat,Docetaxel,PC-3,-3.2222222222222223
Romidepsin,Paclitaxel,DU-145,5.0
Docetaxel,Cladribine,COLO 205,-3.111111111111111
Mitotane,Nilotinib,K-562,-4.555555555555555
Megestrol acetate,Lenalidomide,A549/ATCC,1.2222222222222223
Tretinoin,Celecoxib,SNB-75,-2.555555555555556
Thalidomide,Paclitaxel,SF-295,-3.555555555555556
Streptozocin,Cladribine,CAKI-1,-5.0
Mitotane,Docetaxel,UACC-257,0.3333333333333333
Sirolimus,Mitotane,ACHN,9.444444444444445
Thalidomide,Cladribine,BT-549,-7.222222222222222
Paclitaxel,Tretinoin,UACC-257,10.11111111111111
Cladribine,Celecoxib,RPMI-8226,-5.555555555555555
Streptozocin,Mitotane,OVCAR-5,-7.888888888888889
Streptozocin,Tretinoin,NCI-H226,-5.333333333333333
Dasatinib,Vorinostat,K-562,12.22222222222222
Thalidomide,Cladribine,RXF 393,-22.33333333333333
Nilotinib,Mitotane,RXF 393,-8.11111111111111
Dasatinib,Cladribine,SF-268,-3.0
Fulvestrant,Tretinoin,LOX IMVI,8.11111111111111
Fulvestrant,Nilotinib,HCT-15,3.333333333333333
Megestrol acetate,Lenalidomide,HOP-92,-17.333333333333332
Docetaxel,Paclitaxel,NCI-H460,1.3333333333333333
Fulvestrant,Vorinostat,HCT-116,-3.4444444444444446
Fulvestrant,Everolimus,OVCAR-4,11.0
Vorinostat,Sirolimus,UO-31,6.444444444444445
Thalidomide,Mitotane,DU-145,-7.333333333333333
Gefitinib,Lenalidomide,MOLT-4,-15.666666666666666
Paclitaxel,Nilotinib,SF-268,-20.11111111111111
Streptozocin,Docetaxel,UACC-257,-4.444444444444445
Sirolimus,Celecoxib,OVCAR-4,3.0
Vorinostat,Tretinoin,SK-MEL-28,-6.888888888888889
Romidepsin,Sirolimus,UACC-62,-6.888888888888889
Fulvestrant,Cladribine,IGROV1,-1.6666666666666667
Streptozocin,Mitotane,TK-10,-8.0
Docetaxel,Celecoxib,NCI-H322M,-10.0
Mitotane,Sirolimus,SR,-1.7777777777777777
Vorinostat,Cladribine,NCI-H460,-3.888888888888889
Mitotane,Dasatinib,PC-3,-4.777777777777778
Vorinostat,Nilotinib,NCI-H460,-8.88888888888889
Paclitaxel,Sirolimus,NCI-H522,0.6666666666666666
Thalidomide,Sirolimus,HT29,0.7777777777777778
Fulvestrant,Everolimus,SF-539,7.555555555555555
Everolimus,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Docetaxel,Nilotinib,OVCAR-5,-9.0
Romidepsin,Cladribine,UACC-257,-1.7777777777777777
Mitotane,Sirolimus,RXF 393,-14.333333333333334
Sirolimus,Tretinoin,SF-295,0.2222222222222222
Vorinostat,Cladribine,NCI-H522,-1.2222222222222223
Mitotane,Tretinoin,SNB-75,-4.444444444444445
Fulvestrant,Nilotinib,SF-295,-3.6666666666666665
Sirolimus,Celecoxib,K-562,4.777777777777778
Docetaxel,Fulvestrant,NCI-H460,0.5555555555555556
Dasatinib,Nilotinib,HCT-15,-18.22222222222222
Sirolimus,Celecoxib,RXF 393,-2.7777777777777777
Nilotinib,Tretinoin,HCT-116,-3.2222222222222223
Nilotinib,Celecoxib,DU-145,-7.333333333333333
Vorinostat,Paclitaxel,HCC-2998,-6.222222222222222
Fulvestrant,Sirolimus,MCF7,-4.777777777777778
Vorinostat,Docetaxel,DU-145,-3.111111111111111
Everolimus,Romidepsin,COLO 205,-1.1111111111111112
Romidepsin,Docetaxel,A549/ATCC,9.666666666666666
Fulvestrant,Everolimus,SR,-17.0
Docetaxel,Fulvestrant,SN12C,11.11111111111111
Sirolimus,Nilotinib,OVCAR-3,2.6666666666666665
Sirolimus,Mitotane,K-562,0.0
Paclitaxel,Celecoxib,COLO 205,30.444444444444443
Docetaxel,Celecoxib,MDA-MB-468,18.666666666666668
Mitotane,Everolimus,NCI-H226,-8.0
Gefitinib,Lenalidomide,T-47D,-1.0
Romidepsin,Tretinoin,SK-MEL-5,-5.111111111111111
Fulvestrant,Dasatinib,HOP-92,-4.222222222222222
Fulvestrant,Everolimus,OVCAR-5,12.555555555555555
Everolimus,Romidepsin,HT29,4.222222222222222
Fulvestrant,Romidepsin,SR,-3.2222222222222223
Everolimus,Cladribine,NCI-H322M,-16.555555555555557
Mitotane,Sirolimus,HCC-2998,-9.0
Fulvestrant,Everolimus,SK-OV-3,-7.555555555555555
Paclitaxel,Tretinoin,TK-10,4.222222222222222
Mitotane,Everolimus,NCI-H522,2.2222222222222223
Docetaxel,Fulvestrant,MDA-MB-231/ATCC,7.888888888888889
Nilotinib,Tretinoin,IGROV1,-1.3333333333333333
Mitotane,Cladribine,ACHN,3.333333333333333
Docetaxel,Nilotinib,SNB-75,9.444444444444445
Fulvestrant,Everolimus,K-562,6.444444444444445
Paclitaxel,Cladribine,T-47D,-22.444444444444443
Thalidomide,Paclitaxel,BT-549,-0.6666666666666666
Megestrol acetate,Gefitinib,BT-549,4.333333333333333
Vorinostat,Docetaxel,HCC-2998,13.77777777777778
Dasatinib,Vorinostat,TK-10,5.555555555555555
Fulvestrant,Paclitaxel,NCI-H522,-0.2222222222222222
Romidepsin,Tretinoin,LOX IMVI,-5.333333333333333
Mitotane,Docetaxel,KM12,-3.888888888888889
Nilotinib,Mitotane,MDA-MB-468,-4.222222222222222
Docetaxel,Fulvestrant,A549/ATCC,7.888888888888889
Vorinostat,Docetaxel,BT-549,-3.0
Fulvestrant,Sirolimus,LOX IMVI,0.3333333333333333
Streptozocin,Docetaxel,SF-295,-5.555555555555555
Docetaxel,Tretinoin,PC-3,5.888888888888889
Everolimus,Sirolimus,A549/ATCC,4.222222222222222
Fulvestrant,Nilotinib,SK-OV-3,-10.11111111111111
Vorinostat,Sirolimus,DU-145,-1.0
Nilotinib,Cladribine,A549/ATCC,-10.0
Streptozocin,Cladribine,SK-MEL-5,0.6666666666666666
Everolimus,Tretinoin,IGROV1,-7.222222222222222
Fulvestrant,Tretinoin,MDA-MB-231/ATCC,-2.555555555555556
Fulvestrant,Cladribine,SK-MEL-5,0.7777777777777778
Thalidomide,Mitotane,SK-MEL-5,3.6666666666666665
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555555
Romidepsin,Nilotinib,SF-268,-20.55555555555556
Megestrol acetate,Gefitinib,IGROV1,0.3333333333333333
Megestrol acetate,Gefitinib,MDA-MB-231/ATCC,-14.444444444444445
Romidepsin,Celecoxib,LOX IMVI,-6.666666666666667
Megestrol acetate,Lenalidomide,LOX IMVI,-0.4444444444444444
Mitotane,Docetaxel,HT29,15.444444444444445
Everolimus,Romidepsin,TK-10,-1.1111111111111112
Paclitaxel,Celecoxib,NCI-H226,14.333333333333334
Dasatinib,Nilotinib,HT29,-8.555555555555555
Everolimus,Nilotinib,KM12,-1.4444444444444444
Mitotane,Nilotinib,NCI-H460,-1.1111111111111112
Tretinoin,Celecoxib,BT-549,-3.2222222222222223
Mitotane,Everolimus,OVCAR-5,12.88888888888889
Fulvestrant,Cladribine,KM12,1.0
Thalidomide,Cladribine,NCI-H23,-13.555555555555555
Romidepsin,Celecoxib,SK-MEL-28,-3.6666666666666665
Fulvestrant,Tretinoin,786-0,-2.4444444444444446
Docetaxel,Nilotinib,TK-10,-17.22222222222222
Vorinostat,Tretinoin,NCI-H322M,-14.11111111111111
Romidepsin,Sirolimus,NCI-H322M,3.333333333333333
Docetaxel,Nilotinib,SK-MEL-5,-5.666666666666667
Sirolimus,Tretinoin,SNB-75,1.5555555555555556
Docetaxel,Paclitaxel,UO-31,-2.0
Everolimus,Tretinoin,TK-10,2.333333333333333
Sirolimus,Mitotane,KM12,3.0
Thalidomide,Cladribine,LOX IMVI,-9.0
Megestrol acetate,Gefitinib,RXF 393,0.0
Vorinostat,Celecoxib,UACC-257,-6.555555555555555
Mitotane,Celecoxib,NCI-H23,1.3333333333333333
Mitotane,Nilotinib,HCC-2998,-6.555555555555555
Everolimus,Vorinostat,A498,-4.888888888888889
Dasatinib,Tretinoin,HCT-15,-8.222222222222221
Fulvestrant,Tretinoin,UO-31,-1.6666666666666667
Cladribine,Celecoxib,UACC-62,-2.7777777777777777
Docetaxel,Paclitaxel,KM12,-3.0
Mitotane,Dasatinib,DU-145,-1.5555555555555556
Megestrol acetate,Lenalidomide,SK-MEL-28,-4.777777777777778
Dasatinib,Paclitaxel,NCI-H522,-1.7777777777777777
Everolimus,Romidepsin,SF-539,-13.666666666666666
Gefitinib,Lenalidomide,MDA-MB-468,0.5555555555555556
Everolimus,Paclitaxel,MCF7,0.1111111111111111
Dasatinib,Nilotinib,UO-31,-7.666666666666667
Sirolimus,Celecoxib,PC-3,7.222222222222222
Docetaxel,Nilotinib,KM12,18.11111111111111
Megestrol acetate,Gefitinib,DU-145,0.2222222222222222
Fulvestrant,Sirolimus,MDA-MB-231/ATCC,0.2222222222222222
Thalidomide,Paclitaxel,MDA-MB-231/ATCC,1.5555555555555556
Nilotinib,Mitotane,TK-10,-5.444444444444445
Mitotane,Everolimus,UACC-62,7.888888888888889
Tretinoin,Cladribine,TK-10,-8.666666666666666
Paclitaxel,Sirolimus,UACC-257,4.222222222222222
Fulvestrant,Cladribine,HCC-2998,2.333333333333333
Fulvestrant,Sirolimus,SNB-75,-4.222222222222222
Docetaxel,Tretinoin,OVCAR-5,24.88888888888889
Tretinoin,Celecoxib,NCI-H460,-2.555555555555556
Mitotane,Paclitaxel,PC-3,0.1111111111111111
Mitotane,Everolimus,SK-MEL-5,-5.777777777777778
Fulvestrant,Vorinostat,MDA-MB-231/ATCC,-4.888888888888889
Fulvestrant,Celecoxib,SF-539,-3.333333333333333
Everolimus,Sirolimus,UACC-62,2.2222222222222223
Nilotinib,Celecoxib,T-47D,-2.555555555555556
Sirolimus,Nilotinib,OVCAR-4,0.4444444444444444
Streptozocin,Cladribine,OVCAR-8,-4.777777777777778
Vorinostat,Romidepsin,SK-MEL-5,5.888888888888889
Everolimus,Sirolimus,RXF 393,-10.11111111111111
Megestrol acetate,Lenalidomide,IGROV1,-10.77777777777778
Thalidomide,Sirolimus,SK-MEL-5,-6.555555555555555
Streptozocin,Sirolimus,SK-OV-3,-2.2222222222222223
Romidepsin,Tretinoin,IGROV1,3.4444444444444446
Paclitaxel,Tretinoin,SN12C,12.666666666666666
Mitotane,Nilotinib,NCI-H226,-1.2222222222222223
Paclitaxel,Nilotinib,SF-539,22.77777777777778
Everolimus,Romidepsin,UACC-257,-4.666666666666667
Docetaxel,Tretinoin,NCI-H226,11.88888888888889
Dasatinib,Docetaxel,NCI-H322M,-1.8888888888888888
Paclitaxel,Tretinoin,RPMI-8226,42.55555555555556
Thalidomide,Sirolimus,HOP-62,-2.7777777777777777
Fulvestrant,Dasatinib,MCF7,-6.444444444444445
Paclitaxel,Celecoxib,NCI-H460,24.11111111111111
Romidepsin,Tretinoin,OVCAR-3,-2.888888888888889
Nilotinib,Celecoxib,786-0,-9.77777777777778
Mitotane,Cladribine,SK-OV-3,-1.7777777777777777
Streptozocin,Docetaxel,EKVX,-9.333333333333334
Streptozocin,Tretinoin,UACC-257,-3.2222222222222223
Fulvestrant,Sirolimus,786-0,-2.0
Streptozocin,Mitotane,MCF7,-2.2222222222222223
Mitotane,Tretinoin,NCI-H226,0.6666666666666666
Dasatinib,Romidepsin,NCI-H322M,-4.666666666666667
Romidepsin,Sirolimus,RPMI-8226,4.222222222222222
Streptozocin,Mitotane,HT29,-3.6666666666666665
Mitotane,Celecoxib,A498,0.3333333333333333
Streptozocin,Cladribine,LOX IMVI,-3.0
Dasatinib,Celecoxib,COLO 205,-2.888888888888889
Streptozocin,Docetaxel,SK-MEL-5,-7.333333333333333
Vorinostat,Romidepsin,DU-145,11.77777777777778
Romidepsin,Paclitaxel,RXF 393,-4.888888888888889
Mitotane,Cladribine,RXF 393,-11.444444444444445
Fulvestrant,Paclitaxel,SN12C,-4.111111111111111
Docetaxel,Celecoxib,KM12,17.555555555555557
Nilotinib,Cladribine,MCF7,-0.3333333333333333
Mitotane,Nilotinib,LOX IMVI,-16.11111111111111
Everolimus,Dasatinib,T-47D,-7.555555555555555
Nilotinib,Cladribine,SK-OV-3,-1.0
Streptozocin,Cladribine,OVCAR-3,2.2222222222222223
Mitotane,Nilotinib,HT29,-4.555555555555555
Fulvestrant,Celecoxib,LOX IMVI,-0.3333333333333333
Vorinostat,Romidepsin,OVCAR-5,1.2222222222222223
Romidepsin,Nilotinib,HCT-116,-4.444444444444445
Sirolimus,Celecoxib,A549/ATCC,3.0
Tretinoin,Celecoxib,MOLT-4,-8.333333333333334
Dasatinib,Sirolimus,RXF 393,7.444444444444445
Romidepsin,Paclitaxel,UACC-257,3.111111111111111
Dasatinib,Cladribine,OVCAR-5,-5.0
Mitotane,Dasatinib,HOP-92,-5.333333333333333
Thalidomide,Paclitaxel,SK-OV-3,-0.1111111111111111
Streptozocin,Paclitaxel,CCRF-CEM,-14.22222222222222
Streptozocin,Tretinoin,SN12C,-4.555555555555555
Nilotinib,Celecoxib,OVCAR-3,-7.555555555555555
Thalidomide,Mitotane,SN12C,-9.22222222222222
Mitotane,Everolimus,OVCAR-4,10.22222222222222
Mitotane,Docetaxel,HS 578T,6.666666666666667
Dasatinib,Tretinoin,RXF 393,8.222222222222221
Sirolimus,Nilotinib,UO-31,-0.6666666666666666
Vorinostat,Docetaxel,A498,-2.6666666666666665
Fulvestrant,Romidepsin,SK-MEL-28,4.222222222222222
Streptozocin,Docetaxel,OVCAR-5,-2.555555555555556
Romidepsin,Cladribine,RPMI-8226,-6.888888888888889
Cladribine,Celecoxib,SK-MEL-5,-0.5555555555555556
Fulvestrant,Cladribine,PC-3,-5.666666666666667
Sirolimus,Tretinoin,RPMI-8226,15.22222222222222
Dasatinib,Paclitaxel,OVCAR-5,-0.3333333333333333
Fulvestrant,Sirolimus,COLO 205,-9.22222222222222
Docetaxel,Fulvestrant,A498,10.0
Everolimus,Tretinoin,NCI-H226,-8.11111111111111
Mitotane,Nilotinib,SN12C,-16.555555555555557
Vorinostat,Nilotinib,HT29,-11.333333333333334
Dasatinib,Romidepsin,OVCAR-5,-3.7777777777777777
Nilotinib,Celecoxib,NCI-H23,-9.555555555555555
Fulvestrant,Sirolimus,M14,-4.0
Vorinostat,Celecoxib,SK-MEL-28,-15.77777777777778
Streptozocin,Sirolimus,MCF7,-5.444444444444445
Paclitaxel,Sirolimus,HCC-2998,-1.4444444444444444
Sirolimus,Celecoxib,U251,1.0
Mitotane,Docetaxel,M14,9.11111111111111
Sirolimus,Mitotane,786-0,-7.222222222222222
Fulvestrant,Paclitaxel,HS 578T,-0.1111111111111111
Tretinoin,Cladribine,DU-145,-1.3333333333333333
Fulvestrant,Tretinoin,HOP-62,-8.777777777777779
Streptozocin,Paclitaxel,SK-MEL-5,-8.0
Fulvestrant,Tretinoin,NCI-H522,5.222222222222222
Everolimus,Cladribine,RXF 393,-16.555555555555557
Vorinostat,Paclitaxel,OVCAR-3,0.8888888888888888
Dasatinib,Vorinostat,NCI-H322M,4.888888888888889
Fulvestrant,Cladribine,T-47D,-3.888888888888889
Cladribine,Celecoxib,SF-539,-10.11111111111111
Vorinostat,Nilotinib,OVCAR-3,-13.333333333333334
Everolimus,Tretinoin,PC-3,2.4444444444444446
Vorinostat,Cladribine,TK-10,-4.666666666666667
Vorinostat,Cladribine,A498,-2.7777777777777777
Dasatinib,Sirolimus,K-562,11.88888888888889
Nilotinib,Cladribine,786-0,-14.22222222222222
Thalidomide,Paclitaxel,OVCAR-4,-1.6666666666666667
Mitotane,Nilotinib,MDA-MB-231/ATCC,-4.333333333333333
Streptozocin,Docetaxel,KM12,-13.666666666666666
Romidepsin,Celecoxib,NCI-H460,1.4444444444444444
